宝塔,浮图
开玩笑,开顽笑
阴沟,暗沟
顺应,适应
顺序,按次
滂湃,滂沱
怙恃,父母
大喊,大呼
接纳,采取
鸠形鹄面,形容枯槁
游泳,泅水
比方,譬喻
反映,反应
锐利,锋利
杀戮,屠杀
欲罢不能,不能自休
无视,疏忽
淹没,覆没
端赖,全靠
救济,救助
今生,此生
违抗,违背
薄酌,菲酌
遭受,蒙受
遐龄,高寿
急乎乎,急忙忙
从属,附属
考查,考核
囊空如洗,两袖清风
功绩,功劳
拖泥带水,牵丝攀藤
一无所知,全无所闻
聚沙成塔,集腋成裘
首先,起首
幽默,诙谐
丰富,厚实
论述,论说
戋戋,区区
根基,基础
仙风道骨,品格清高瘦骨如柴
井蛙语海,妄自尊大
蘼芜路断,秋扇见捐
遭受,遭遇
华丽,富丽
利息,利钱
口碑载道,颂声遍野
珍惜,顾惜
渺小,细微
江畔,江干
千真万确,确切不移
忧心如捣,忧心忡忡
动机,念头
心甘情愿,毫不勉强
家常便饭,屡见不鲜
弹丸之地,方寸之地
运动,活动
苦难,磨难
识趣,见机
靠近,接近
民怨沸腾,大快人心
烦恼,懊恼
计谋,计策
火警,失火
国祚,鼎祚
屡见不鲜,习以为常
考据,考证
灰心,泄气
海潮,浪潮
骗局,圈套
泛爱,博爱
廉正,廉洁
款式,格式
油腔滑调,嘻皮笑脸
消除,消弭
愈甚,更甚
喧华,嘈杂
秀气,清秀
天下,世界
隔断,隔绝距离
途经,路过
遁迹,避难
诡计,阴谋
计无所出,束手就擒
结构,构造
不克不及,不能
不遗余力,竭尽全力
自信,自负
蠢蠢欲动,捋臂张拳
低劣,差劲
革退,斥革
信仰,崇奉
狭窄,狭小
祸发齿牙,祸从口出
超等,超级
沉思,寻思
紧密,慎密
差别,不同
放心,定心
瞻仰,企盼
描写,描述
马马虎虎,因陋就简
地方官,父母官
破晓,凌晨
四行孤军,八百壮士
顽躯,贱体
放荡,放肆放任
诅咒,咒骂
瞋目,横眉
平地一声雷,飞必冲天
声誉鹊起,名震一时
判定,鉴定
时不我待,时不再来
移多补少,截长补短
亲串,戚属
大抵,约略
聚首,聚会
群魔乱舞,群丑跳梁
自作打算,善自为谋
办理,打点
宝贵,珍贵
漠不关心,见死不救
均衡,平衡
胶葛,纠缠
周遭,方圆
统领,管辖
繁荣富强,繁荣昌盛
歌颂,称赞
另日,他日
市面,市情
抱冤,抱屈
公正,公道
造谣生事,构词惑众
荒淫无耻,荒淫无度
失而复得,合浦珠还
泯灭,耗费
尊长,父老
一举而竟全功,毕其功于一役
顺手,随手
举行,进行
八面玲珑,八面见光
实习,练习
捕鱼,打鱼
毗连,连接
不问可知,不言而喻
着实,实在
泪流满面,两泪汪汪
走私,私运
情人,恋人
大路,亨衢
暴虐,凶狠
探员,捕快
反攻,反扑
曲折,崎岖
恰好,恰恰
感化,浸染
况且,何况
机灵,机敏
尽头,终点
顶峰,巅峰
部属,下属
平静,宁静
拜托,请托
疏通,疏浚
刀口上舔血,刀头舔血
空空如也,一无所有
灰尘,尘土
针言,成语
格斗,肉搏
开麦拉,摄影机
半途而废,前功尽弃
议论文,论说文
盛德,大德
整理,清算
告别,辞行
昏天黑地,天昏地暗
看重,重视
大富,豪富
犹豫,迟疑
隆冬,严冬
漫步,散步
置若罔闻,视若无睹
过剩,多余
痛饮,畅饮
灾祸,灾害
挑战,挑衅
闪烁其词,讳莫如深
获利优厚,利市三倍
扩展,扩大
别名,别号
校对,校订
当机立断,应机立断
独居,茕居
慎重,郑重
失望,绝望
啰嗦,烦琐
提升,提拔
高作,高着
比翼双飞,琴瑟和谐
逃避,回避
袒裼裸裎,寸丝不挂
拍案叫绝,击节称赏
左支右绌,顾此失彼
平滑,滑润圆滑
清闲,空隙
境地,地步
无价之宝,价值千金
沾染,感染
游勇,浪人
死生无惧,刀锯不辞
风度,风姿
浅易,简易
高出,凌驾
闭口,钳口
表示,暗示
应声,回声
驰名,闻名
否定,否认
包围,包抄
恳求,乞求
平常,平居
遗愿,遗言
相敬如宾,举案齐眉
规行矩步,规规矩矩
邦家之光,国家荣誉
誊录,钞写
查验,检验
黑暗,漆黑
急躁,烦躁
不相闻问,断绝往来
欣赏,赏识
反转展转,回转
店主,东主店东
攀亲,联姻
突入,冲入
来日诰日,明天
战争,战斗
震荡,震动
封爵,册封
失事,出事
左近,附近
私运,走私
告白,广告
奴婢,奴仆
违背,违反
归天,物化
单刀赴会,孤军作战
埋伏,匿伏
聪明一世,聪明一世，懵懂一时
迂腐,陈腐
重视,关注
洋蜡,白蜡
混杂,混淆
奇策,空城计
百般,各式
天涯,天边
技巧,技能
鼓动,鼓舞
规模,范围
鬼魅,鬼怪
高潮,飞腾
果然,果真
至死不渝,执迷不悟
先兆,预兆
永远贬抑,不再任用
练习,演习
扶摇直上,青云直上
荒诞,荒谬
埋头,专心
摆设,部署
夙夜匪懈,日夜勉
古怪,离奇
白天,日间
精密,紧密
梦幻泡影,空中阁楼
松懈,松弛
整年,全年
入木三分,力透纸背
吞声忍气,不敢则声
喧华,嘈吵
同流合污,随波逐流
勘探,勘察
明显,显著
舐犊情深,老牛舐犊
气吞山河,叱咤风云
牌楼,牌坊
笑颜,笑容
人力车,黄包车
兴旺,旺盛
透骨,彻骨
虎豹,豺狼
句斟字嚼,咬文嚼字
检察,查察
顾盼,睥睨
两面三刀,阳奉阴违
兴趣,乐趣
布置,安顿
不染纤尘,冰清玉洁
担当,担负
付出,支付
梦想,胡想
认真,卖力
支持,撑持
背面,后面
浅陋,浅薄
尊姓,贵姓
急忙,匆忙
挖苦,奚落
掀开,翻开
宽敞,宽阔
老师,教员
参见,拜见
毛病,缺点
竞走,赛跑
尊崇,爱崇
定命,定数
月晦,月终
节女,烈女
困阻,蹇滞
邦本,国本
吞没,淹没
托病,称疾
诳骗,欺诳
闪烁,闪灼
遮盖,隐瞒
百孔千疮,创痍满目
檀案,档册
军种,兵种
借势,借重
挂记,挂心
故国,祖国
培植,培育提拔
竣工,完工
课本,教材
高屋建瓴,高高在上
门生,弟子
闪灼,闪耀
平静,安祥
明白,理解
忠告,忠言
机会,机遇
绘图,画图
其中,个中
佻薄,浮滑
贺喜,道贺
王谢,望族
柴炭,木炭
临近,邻近
大进,猛进
自作掩饰,自圆其说
紧急,告急
用途,用处
偏心,偏幸
料中,估中
颓丧,颓废
原理,道理
兵器,武器
迫近,逼近
准期,如期
一乾二净,六根清净
钻营,谋求
品茗,喝茶
道歉,报歉
膏泽,恩情
快乐,康乐
节流,节省
拂晓,破晓
英豪,英雄
抽闲,抽空
掩罪藏恶,文过饰非
补偿,抵偿
记录,纪录
如今,现在
冶游,嫖妓
贺年,拜年
频频,一再
分辩,分辨
善良,仁慈
担心,忧虑
困惑,迷惑
中流砥柱,国家栋梁
个性难改,本性难移
徇私舞弊,徇情枉法
法律,功令
欢跃,欢腾
沉沦,沉溺
耸人听闻,骇人听闻
偿还,了偿
覃思,沉思
蛮夷,戎狄
淡漠,冷漠
到家,抵家
齐备,统统
恩情,恩惠
宣布,颁布发表
抵赖,狡赖
老实,诚恳
混乱,紊乱
原来,本来
遵守,遵照
难堪,为难
假票,伪钞
征服,驯服
局促,狭隘
当时,其时
过后,事后
越发,更加
上当,受骗
平昔,平素
跌价,贬价
暴政,虐政
转头,回头
统辖,总揽
铰剪,剪刀
报答,答谢
轰隆,霹雳
粉碎,破碎摧毁
轰隆,霹雷
咆哮,吼怒
算帐,计帐
焦点,核心
闻名,著名
片刻,片晌
跌价,落价
老手,内行
就义,捐躯
身形,体态
翻滚,翻腾
希望,但愿
来宾,宾客
精益求精,千锤百炼
渲染,衬着
拿定主意,打定主意
尸居余气,老朽无能
疑神疑鬼,捕风捉影
阻挠,阻拦
环抱,围绕
趣闻,妙闻
碰钉子,碰壁
希罕,稀疏
树大招风,名高引谤
友情,友谊
品貌,丰度
蛀牙,龋齿
本事儿,当事者
抵抗,反抗
矢无虚发,百发百中
浓妆艳抹,花枝招展
全心全意,真心实意
兴高采烈,心花怒放
纳宠,娶妾
束缚,约束
直肚直肠,心直口快
头等,甲第
寓意,寄意
劈叉,劈腿
腐蚀,侵蚀
热诚,真诚
试试看,碰运气
敬重,敬服
长期,持久
燕尾服,大礼服
起源,来源
厌烦,腻烦
滑头,狡徒
左右,摆布
报答,酬报
作壁上观,袖手旁观
黑钱,陋规
尸骨早寒,墓木已拱
帆樯,桅竿
援助,支援
廉价,便宜
夫役,脚夫
恶兆,凶兆
牛耳,盟主
礼服,制服
信心,决定信念
海底捞针,海中捞月
强盛,强大
评判人,公证人
探听,密查
月朔,初一
费力,辛苦
钓饵,诱饵
内中,内里
欢快,欢畅
走访,访问
闪烁,闪耀
长命,龟龄
阑珊,衰退
订婚,订亲
稚子,幼稚
瞽者,盲人
辩论,斗嘴
庖丁,伙头
烈日当空,火伞高张
枯荣,隆替
一语道破,画龙点睛
高兴,雀跃
民间文学,大众文学
闻达,显达
相互,彼此
好梦,美梦
暴徒,奸人
潦倒穷困,穷困潦倒
先进,进步前辈
片刻,少顷
忠心耿耿,赤胆忠心
履历,经验
失时,失机
剽窃,抄袭
击节称赏,拍案叫绝
默不作声,张口结舌
侵占,侵犯
危坐,端坐
恐惧,惧怕
报告请示,汇报
狂妄,傲慢
阿谀,谄谀
目染耳濡,见闻习染
领班,工头
慷慨仗义,急公好义
稀疏,稀少
不可一世,目空四海
推求,推寻
拼集,拼凑
囊空如洗,廉洁奉公
彷佛,似乎
担当,经受
重办,严惩
扫尾,收尾
造作,做作
默算,心算
淡薄,淡漠
野鹤闲云,山林隐士
请帖,请柬
背景,布景
醒目,夺目
馈赠,奉送
疾言厉色,正言厉色
嫡亲,至亲
昏暗,幽暗
岌岌可危,朝不虑夕
灵魂,魂灵
陪伴,陪同
孤介,孤僻
切齿腐心,深恶痛绝
qq游戏,QQweb。Org,腾讯qq游戏
驰誉,驰名
结交,交友
怜悯,恻隐
门外汉,外行人
把守,拒守
俗语,鄙谚
践约,依约
更加,加倍
跌荡,跌宕
迟疑,游移
深情,密意
忽略,疏忽
盛情,美意
宠爱,溺爱
全是,满是
方便,便利
特别,出格
货仓,堆栈
没关系,不妨
吊民伐罪,除暴安良
死后,身后
瞻仰,仰视
舌战,激辩
中计,入彀
感人,动人
缺点,弱点
埋伏,潜伏
黑糊糊,黑黝黝
密切追随,马首是瞻
都会,城市
条记,笔记
空中楼阁,扑朔迷离
奏琴,弹琴
一鳞半爪,片纸只字
阳世,阳间
净水,清水
驴蒙虎皮,狗仗人势
排挤,排出
交换,互换
管帐,司帐
忘怀,忘记
格式,花样
圭表标准,圭臬
屋子,房子
博爱,泛爱
旅店,旅社
质料,材料
暗杀,暗算
形容枯槁,形销骨立
仇人,敌人
卑躬屈膝,奴颜婢膝
排阵,列阵
场合排场,局面
眼力,目力眼光
宓羲,伏羲
大刀阔斧,大马金刀
蛮横无理,强词夺理
铜山,宝穴
机灵,灵巧
红尘,尘凡
惶恐,惊恐
僧人,和尚
采取,接纳
方式,体例
手腕,手段
异族,外族
布道,传教
不识时务,不识时变
旁证,干证
注视,谛视
豪迈,豪爽
白费,空费
购置,购买
佳构,精品
牝牡骊黄,泾渭不分
克绍箕裘,继志述事
杰出,精采
统统,完整绝对
坚固,坚忍
空腹,空肚
后坐力,反冲力
壮丽,绚丽
金饰,细软
趁火打劫,攻其不备
犯人,罪人
加入,参加
生而知之,不学而能
回首,回顾
响亮,清脆
一清二楚,一览无余
气势,气焰
军人,甲士
老起面皮,老着脸子
鼎祚,国运
刀切斧砍,直截了当
薄弱,软弱
主要,首要
抄掠,搜劫
对抗,反抗
民贼,国贼
危如累卵,累卵之危
暮气,死气
卖弄,虚伪
十指尖尖,皮娇肉嫩
风姿,风度
难明,难懂
倒持泰阿,受人以柄
笔据,凭单
力气,力量
各式各样,林林总总
罪恶滔天,暴戾恣睢
忽忽不乐,闷闷不乐
停止,中断
告知,告诉
行侠仗义,抱不平
删节,删省
陈迹,痕迹
滴下,淌下
平静,太平
突起,崛起
灭亡,消亡
等待,期待
振弱除暴,锄强扶弱
直率,直爽
驾驭,把握
不但,不仅
簿本,本子
漠不关心,缩手旁观
放肆,豪恣
笨拙,拙笨
冰凉,冰冷
位置,地位
刁滑,奸险
被骗,上圈套
条子,便条
变更,调动
推辞,谢绝
比翼双飞,凤凰于飞
甘心,甘愿宁可
训练,练习
后进,落后
令媛,千金
研究,研讨
门客,食客
临渴掘井,渴而穿井
明朗,晴朗
露马脚,出漏洞
谋生,营生
解愁,浇愁
老少,老小
凋零,凋谢脱落
辛勤,辛苦
名誉,名望
代理,署理
会堂,礼堂
何故,何以
得当,适当
平时,日常平凡
机敏,机灵
不正经,不伦不类
唾骂,咒骂
慓悍,剽悍
拍照,摄影
天下,全国
世故,圆滑
海角天涯,天涯海角
侵略,侵犯
歌颂,赞叹
缉获,缴获
乡村,村庄
储藏,蕴藏
贡献,进献
失之交臂,当面错过
捐献,捐募
无足挂齿,不足介意
思考,思虑
坦白,坦率
方便,利便
下午,下昼
农歌,牧歌
渴望,盼望
征请,征聘
集合,调集
逼近,切近亲近
罄竹难书,擢发难数
口授,口传
碑本,碑帖
全心全意,专心致志
承先启后,承上启下
溜达,散步
秘诀,诀要
误事出事,失事
缓缓,徐徐
误解,误会
恰好,正好
紊乱,杂乱
含笑,浅笑
事故,变乱
帮助,辅助
内乱,内争
古董,骨董
聘请,礼聘
九牛一毛,沧海一粟
不守妇道,不安于室
吊颈,上吊
拍手,鼓掌
斧正,示正
淘汰,裁减
空隙,空地空闲
监督,监视
占领,占据
比方,例如
修饰,润饰
赐与,给以
胁迫,钳制
特工,奸细
随从,侍从
蓬菖人,蓬户士
消耗,耗损
心腹,亲信
心机,心计心情
亚肩迭背,肩摩毂击
单身,独身只身
矢誓,矢语发誓
负气,使气
救济,拯救
好学,勤学
对证,对质
境遇,际遇
美丽,俏丽
煽动,鼓动
胡说,乱说
助势,助威
希望,进展
烽火,狼烟
破费,花费
耐久,经久
使用,应用
把稳,留意
刻薄,尖酸
焦躁,烦躁
光明,光亮
惯用,习用
雕琢,砥砺
梅香,婢女
过甚其实,名过其实
丰盛,丰富
巧言,巧舌
强人,能人
偏僻,荒僻
规划,计划
历程,进程
汇报,报告请示
思索,思考
罗列,枚举
加速,加快
节俭,俭约
玄色,黑色
后盾,后援
夫妇,伉俪
新力量,生力军
豪迈,豪放
延揽兜揽,抖揽
打门,拍门
沁人肺腑,沁人心脾
苟且偷安,自甘堕落
结局,终局
富足,优裕
欢天喜地,眉飞色舞
笼罩,覆盖
破坏,粉碎
不谋而合,不约而同
换帖兄弟,拜把兄弟
同学,同窗
声调,音调
不谋而合,不约而合
寥寂,寂寥
土崩瓦解,风声鹤唳
正确,准确
赤心,赤忱
多财善贾,长袖善舞
投刺,进谒
推门,排闼
奢靡,奢侈
节减,减省
宿世,前世
出发点,起点
形态体式,格式方式
聚拢,集合
急忙忙,急乎乎
感情,豪情
滴水不漏,点水不漏
隔壁,隔邻
破坏,毁坏
诛讨,讨伐
鹏程万里,前途似锦
修建,建筑
忝在爱末,叨在知己
寥寂,寂寞
打架,打斗
排列,分列
营养,养分
扳连,牵缠
防备,抗御
辉煌,光辉
河流,河道
骄矜,骄贵
丁宁,打发
分歧,不合
欢快,欢乐
情同骨肉,情同手足
克日,不日
寥寥无几,寥若晨星
张口结舌,瞠目结舌
习性,习惯
冷酷,刻毒
天台,晒台
仆众,奴婢
谅解,原谅
真切,逼真
过细,细致
持续,连续
视而不见,置若罔闻
分娩,临蓐
完场,拆档
及格,合格
兴起,鼓起
面色苍白,面青唇白
相干,相关
打骂,吵架
相沿,沿袭
狂潮,怒潮
八门五花,五花八门
毕命,断命
蔓延,舒展
范例,典范榜样
反叛,反水
佛口蛇心,刀头之蜜
盛食厉兵,厉兵秣马
集团,团体
旷课,缺课
栖流所,难民营
愁肠百结,满腹忧愁
微暇,寸
选取,拔取
意见,定见
光明磊落,正大光明
门路,途径
看重,垂青
砭骨,澈骨
枕戈待旦,常备不懈
谈笑风生,妙语横生
至死不悟,顽固不化
存亡,生死
品格清高,瘦骨如柴
陪侍,随侍
汗如雨下,汗出如浆
各种,各类
国法,公法
凝视,注视
猛烈,激烈
得罪,获咎
生存,生计
磨炼,锤炼
暗沟,阴沟
掩盖,掩饰
渗透,渗入
颠沛流离,流离转徙
绵亘,横亘
借据,欠据
通力合作,共同努力
感谢,感激
跑堂,仆欧
砰然,轰然
辉煌光耀,绚烂
企图,妄图
婢女,女仆
生路,活门
卓荦不群,超绝群伦
慰藉,安慰
欢迎,迎接
浅近,浅易
发迹,起家
继续,持续
留意,寄望
冷漠,冷酷
劲敌,强敌
革职,撤职
知交,厚交
反冲力,后坐力
咎由自取,罪有应得
皮蛋,京彩
不但,不单
精密,细密
赶快,赶紧
出言无状,恶语伤人
雇用,招聘
风雨飘摇,摇摇欲坠
春光,春景
埋没,湮没
引颈就戮,束身待罪
易服,换衣
支属,亲属
精细,精致
斧正,赐正
公事,公务
脱稿,完稿
继承,担当
都城,国都
七嘴八舌,人多口杂
工致,工整
面无人色,面色苍白
铺平,摊平
赡养,养活
款项,金钱
祭奠,祭祀
井井有条,齐齐整整
驾御,驾驭
泉源,来源
范例,典范
侵害,损害
客官,客长
劫难,灾难
麋集,辘集
防范,防备
骄纵,娇纵
齐大非偶,门高莫对
给予,赐与
擅自,私行
哆嗦,寒战
冲动,感动
顷刻,刹那
去世,归天
仰望,瞻仰
藉槁,藉卉
嘉偶天成,佳偶天成
不安分,不安本分
风格,作风
俭朴,简朴
抱病,染病
分别辨别,分辨差别
戏院,剧场
脱离,离开
专心致志,收视反听
正途,正路
美满,完善
空费,白费
小心翼翼,不寒而栗
容许,允许
埋怨,抱怨
透澈,澈底
郊野,郊外
视死如归,舍身殉难
崩溃,溃散
恋爱,爱情
贪污舞弊,饮马投钱
山河,江山
方士,术士
好不容易,十分困难
担负,担当
下午,下战书
浑金璞玉,天真未凿
阔别,远离
凶讯,凶信
似义词,词目
交煎,交迫
天下一家,世界大同
隔断,隔绝
留宿,住宿
着力,出力
壮志凌云,雄心万丈
明晰,了了
材料,资料
粉饰,润饰藻饰
遗体,尸体
避难,逃亡
中计,上钩
首相,辅弼
好友,石友
计划,企图
罕见,罕有
时候,时刻
陋儒,俗儒
青鸟使,使臣
衰落,式微
过目成诵,过目不忘
秘诀,诀窍
央央大度,宽洪大度
油滑,圆滑
剧本,脚本
没顶,溺毙
破裂,破碎
何况,况且
面容,面庞
意气扬扬,洋洋得意
城开不夜,金吾不禁
心安理得,问心无愧
尽头,止境
食玉炊桂,米珠薪贵
出谋献策,出谋划策
大年夜,除夜
藉卉,藉槁
腐化,蜕化
粗暴,粗鲁
难民营,栖流所
牵挂,挂念
拍案叫绝,拍桌惊叹
模范,圭臬标准
感化,感导
生产,出产
禁绝,不准
水火不容,冰炭不洽
拾零,鳞爪
古道热肠,古貌古心
变革,变更
克绍箕裘,安家立业
天国,天堂
凝思,凝神
嘉奖,奖励
比翼双飞,鸾凤和鸣
富翁,财主
口岸,港口
戏班,梨园
目前,今朝
有年,丰年
吸收,接收
扳话,攀话
转达,通报
威德兼施,宽猛相济
随同,伴随
阛阓,商场
伺机,乘机
高等,高档
妙想天开,胡思乱想
飘逸,超逸
说一是一,说一不二
抢救,急救
有数,稀有
谎话,谎言
喽啰,草头神
花圃,花园
心情,心境
调剂,调解
威风凛凛,气势
求贤若渴,爱才若命
凝集,凝固
访问,拜候
词采,词藻
勤奋,勤勉
秘而不泄,秘而不宣
摩拳擦掌,蠢蠢欲动
咎由自取,自取其祸
自制,克己
哗闹,喧嚣
长年,终年
驳倒,批驳
别史,野史
考察,考核
宣布,宣告
公审,公判
遭灾,罹难
零星,零碎
返来,回来离去
故意,居心
开阔,坦荡
召唤,理睬呼唤
庄重,肃肃
孳生,繁殖
对折,半数
沉溺,沉湎
洋装,西服
通宵达旦,焚膏继晷
抱头,捧头
告急,紧张
凶悍,桀
灵魂,魂魄
僧多粥少,人浮于事
奸淫,奸骗
冷静,岑寂
定义,界说
天分,天禀
满坑满谷,车载斗量
铭心镂骨,耿耿于怀
关联,联系关系
庆祝,庆贺
游客,旅客
为难,难堪
置若罔闻,漠然置之
清洁,干净
清早,朝晨
固若金汤,安如盘石
欺凌,欺负
赤诚,耻辱
奋不顾身,不屈不挠
背城借一,破釜沉舟
自夸,自诩
返来,归来回头
末了,末端
